host_response_rate,host_acceptance_rate,host_neighbourhood,host_total_listings_count,host_has_profile_pic,host_identity_verified,host_is_superhost
1.00,1.00,Lincoln Square,1.00,t,t,t
1.00,1.00,Pilsen,3.00,t,t,f
1.00,1.00,Lincoln Park,0.00,t,t,f
N/A,N/A,Bucktown,1.00,t,t,f
1.00,0.98,Lakeview,0.00,t,t,t
1.00,0.99,,1.00,t,t,f
1.00,0.63,Avondale,1.00,t,t,t
1.00,0.83,Auburn Gresham,0.00,t,t,f
1.00,1.00,Bucktown,0.00,t,f,t
1.00,1.00,Avondale,1.00,t,t,t
1.00,1.00,West Ridge,2.00,t,t,t
0.95,0.91,Bucktown,70.00,t,t,f
0.95,0.91,Bucktown,70.00,t,t,f
0.96,0.99,Lake View East,21.00,t,t,f
1.00,0.93,West Ridge,0.00,t,t,f
N/A,0.80,,1.00,t,f,f
1.00,0.94,Bridgeport,0.00,t,t,f
N/A,0.00,West Town/Noble Square,2.00,t,t,f
1.00,0.73,West Town/Noble Square,3.00,t,f,f
1.00,1.00,Avondale,1.00,t,f,t
1.00,0.29,Boystown,1.00,t,t,f
1.00,0.95,,2.00,t,t,t
1.00,0.75,,2.00,t,f,f
N/A,N/A,,1.00,t,f,f
N/A,N/A,Garfield Park,3.00,t,t,f
1.00,0.97,Garfield Park,7.00,t,t,f
0.94,0.94,Bucktown,5.00,t,t,t
0.75,1.00,,1.00,t,t,f
1.00,1.00,Little Italy/UIC,2.00,t,f,f
N/A,N/A,,1.00,t,t,f
1.00,1.00,Bronzeville,1.00,t,f,t
1.00,1.00,Roseland,1.00,t,f,f
N/A,N/A,Irving Park,1.00,t,f,f
0.96,0.83,Garfield Park,3.00,t,f,f
N/A,N/A,Lakeview,2.00,t,t,f
1.00,0.93,Near West Side,4.00,t,t,f
N/A,N/A,Wicker Park,1.00,t,t,t
1.00,1.00,Humboldt Park,1.00,t,t,f
1.00,1.00,,1.00,t,t,t
0.82,0.96,Bridgeport,4.00,t,t,f
1.00,0.95,O'Hare,1.00,t,t,f
1.00,0.53,Loop,97.00,t,t,t
1.00,0.96,Logan Square,0.00,t,t,f
1.00,0.53,Loop,97.00,t,t,t
0.85,0.47,River North,20.00,t,f,f
N/A,N/A,West Town/Noble Square,2.00,t,t,t
1.00,0.93,,1.00,t,t,f
1.00,1.00,Bridgeport,3.00,t,f,t
0.95,0.95,Gold Coast,6.00,t,t,f
0.90,0.36,Roscoe Village,3.00,t,t,t
1.00,1.00,River North,2.00,t,t,t
N/A,N/A,West Loop,2.00,t,t,f
1.00,0.99,Groveland Park,9.00,t,t,t
1.00,0.95,Near North Side,0.00,t,t,t
0.95,0.99,Little India,4.00,t,t,t
1.00,0.67,Rogers Park,0.00,t,f,f
0.80,0.94,Old Town Triangle,0.00,t,f,t
1.00,0.91,Forest Glen,0.00,t,t,f
1.00,0.43,Little Italy/UIC,1.00,t,t,f
1.00,0.94,,0.00,t,t,f
0.89,0.75,Lake View East,0.00,t,f,f
1.00,1.00,Logan Square,1.00,t,t,f
1.00,0.97,West Town/Noble Square,2.00,t,t,t
0.96,1.00,Portage Park,2.00,t,t,f
1.00,0.89,Near West Side,1.00,t,f,f
0.95,0.91,Bucktown,70.00,t,t,f
0.97,0.96,Logan Square,3.00,t,t,t
0.86,1.00,Edgewater,2.00,t,t,f
0.95,0.91,Bucktown,70.00,t,t,f
0.95,0.91,Bucktown,70.00,t,t,f
1.00,0.96,Old Town,1.00,t,f,t
0.82,0.96,Bridgeport,4.00,t,t,f
N/A,0.00,Loop,8.00,t,t,f
1.00,0.97,Lakeview,43.00,t,t,f
0.85,0.47,River North,20.00,t,f,f
1.00,0.99,Near North Side,3.00,t,t,f
N/A,N/A,Kenwood,0.00,t,t,f
0.86,0.90,Douglas,2.00,t,t,f
0.95,0.91,Bucktown,70.00,t,t,f
1.00,0.65,Rogers Park,2.00,t,t,f
1.00,0.80,Portage Park,27.00,t,t,f
0.95,0.91,Bucktown,70.00,t,t,f
0.95,0.91,Bucktown,70.00,t,t,f
0.96,1.00,Portage Park,2.00,t,t,f
1.00,0.00,Logan Square,1.00,t,f,t
1.00,0.67,Little Italy/UIC,1.00,t,t,f
0.56,0.76,Irving Park,2.00,t,t,f
1.00,0.73,Lincoln Park,3.00,t,t,f
1.00,1.00,,1.00,t,f,f
1.00,0.87,,1.00,t,t,t
0.87,0.99,Avondale,3.00,t,f,f
0.95,0.91,Bucktown,70.00,t,t,f
N/A,N/A,Humboldt Park,1.00,t,t,f
0.95,0.91,Bucktown,70.00,t,t,f
0.00,0.00,Streeterville,1.00,t,t,f
0.77,0.97,Logan Square,0.00,t,t,f
1.00,0.80,Portage Park,27.00,t,t,f
1.00,0.96,Magnolia Glen,4.00,t,t,f
0.96,0.99,Lake View East,21.00,t,t,f
1.00,1.00,Bronzeville,3.00,t,t,f
1.00,1.00,Lake View,1.00,t,t,t
1.00,1.00,West Town,0.00,t,t,f
0.86,0.75,Irving Park,0.00,t,f,f
N/A,0.67,Wicker Park,1.00,t,f,f
1.00,0.97,Edgewater,1.00,t,t,t
1.00,1.00,Ashburn,1.00,t,t,t
1.00,1.00,Ukrainian Village,1.00,t,t,t
1.00,1.00,River North,8.00,t,f,t
1.00,0.96,Lincoln Park,1.00,t,f,t
N/A,N/A,Lincoln Park,2.00,t,t,f
1.00,1.00,Humboldt Park,1.00,t,t,t
1.00,1.00,McKinley Park,2.00,t,t,f
1.00,0.93,Ukrainian Village,0.00,t,t,t
1.00,1.00,Bridgeport,2.00,t,t,t
1.00,0.97,Avondale,1.00,t,t,t
0.95,0.91,Bucktown,70.00,t,t,f
1.00,0.96,Logan Square,1.00,t,t,f
1.00,0.95,North Park,1.00,t,t,f
1.00,1.00,West Town,1.00,t,t,f
0.81,1.00,Wicker Park,2.00,t,f,t
1.00,1.00,Logan Square,1.00,t,t,t
1.00,1.00,Humboldt Park,3.00,t,t,f
1.00,0.98,Loop,9.00,t,t,t
0.92,0.99,Pilsen,0.00,t,t,t
0.95,0.91,Bucktown,70.00,t,t,f
0.91,0.98,Lincoln Park,17.00,t,t,f
0.95,0.91,Bucktown,70.00,t,t,f
0.89,0.25,Humboldt Park,1.00,t,t,f
1.00,0.97,North Center,0.00,t,f,t
1.00,0.96,East Pilsen,0.00,t,t,t
1.00,0.97,Magnolia Glen,0.00,t,t,t
N/A,1.00,West Town,1.00,t,t,f
0.93,0.97,Gold Coast,2.00,t,f,f
1.00,0.99,Groveland Park,9.00,t,t,t
0.99,0.80,Lakeview,89.00,t,t,f
1.00,0.99,Hollywood,13.00,t,t,t
1.00,0.92,Lower West Side,0.00,t,f,f
1.00,1.00,West Town,0.00,t,t,t
1.00,0.94,Humboldt Park,5.00,t,t,t
1.00,0.00,Garfield Park,1.00,t,t,f
1.00,0.53,Loop,97.00,t,t,t
1.00,0.92,Streeterville,4.00,t,t,t
1.00,0.96,Lakeview,3.00,t,t,t
1.00,0.98,South Loop/Printers Row,2.00,t,t,t
1.00,1.00,Logan Square,0.00,t,t,t
1.00,0.83,Lakeview,1.00,t,f,t
N/A,N/A,West Town/Noble Square,1.00,t,t,t
0.97,0.99,North Center,2.00,t,f,f
1.00,0.90,,1.00,t,t,f
1.00,0.82,,1.00,t,t,f
0.90,0.75,Garfield Park,1.00,t,f,f
1.00,0.94,Logan Square,3.00,t,t,t
1.00,0.94,Pullman,3.00,t,t,f
1.00,0.98,Edgewater,52.00,t,t,t
0.00,0.00,Hell's Kitchen,3.00,t,t,f
1.00,0.20,Little Italy/UIC,1.00,t,t,t
1.00,0.71,Bronzeville,0.00,t,f,t
0.96,0.84,,12.00,t,t,f
1.00,0.86,Washington Park,1.00,t,t,t
0.95,0.91,Bucktown,70.00,t,t,f
1.00,0.71,Lower West Side,2.00,t,t,f
0.98,0.99,Uptown,7.00,t,t,f
0.99,0.80,Lakeview,89.00,t,t,f
0.95,0.91,Bucktown,70.00,t,t,f
1.00,0.91,Lincoln Park,1.00,t,t,t
N/A,N/A,Gold Coast,1.00,t,t,t
N/A,N/A,South Shore,1.00,t,t,f
1.00,0.00,West Town/Noble Square,1.00,t,t,t
0.00,0.30,Logan Square,1.00,t,t,f
1.00,0.71,Irving Park,12.00,t,t,t
N/A,N/A,Little Italy/UIC,1.00,t,t,t
0.69,0.28,Logan Square,2.00,t,f,f
1.00,0.98,Logan Square,1.00,t,f,t
1.00,1.00,North Center,1.00,t,f,t
N/A,N/A,,4.00,t,t,t
1.00,0.75,River North,2.00,t,t,f
0.83,0.38,River North,35.00,t,f,f
N/A,0.00,Bucktown,1.00,t,f,f
1.00,0.87,Logan Square,3.00,t,f,t
1.00,0.86,Woodlawn,1.00,t,t,f
1.00,0.90,Wicker Park,1.00,t,t,f
N/A,1.00,Loop,1.00,t,t,f
1.00,1.00,,2.00,t,f,f
N/A,N/A,North Center,1.00,t,t,f
1.00,1.00,,0.00,t,t,f
1.00,1.00,West Town/Noble Square,1.00,t,t,f
1.00,0.00,Avondale,0.00,t,t,t
1.00,0.88,Logan Square,1.00,t,t,t
N/A,N/A,Wicker Park,3.00,t,t,f
1.00,0.90,Pilsen,3.00,t,t,t
1.00,1.00,Logan Square,1.00,t,t,f
0.00,0.00,Lakeview,1.00,t,t,f
1.00,0.93,Bridgeport,4.00,t,t,f
N/A,N/A,Lakeview,1.00,t,f,f
N/A,N/A,Old Town,2.00,t,t,f
N/A,N/A,Lakeview,1.00,t,t,f
1.00,1.00,Ukrainian Village,1.00,t,t,f
N/A,1.00,Bronzeville,0.00,t,t,f
N/A,N/A,,1.00,t,t,t
1.00,0.64,Ukrainian Village,3.00,t,f,f
1.00,0.71,Irving Park,12.00,t,t,t
1.00,0.98,Logan Square,2.00,t,f,t
1.00,1.00,Pilsen,1.00,t,t,t
0.90,1.00,Archer Heights,2.00,t,t,t
0.91,0.99,West Town/Noble Square,2.00,t,t,t
0.90,0.42,West Pullman,1.00,t,f,f
0.97,0.99,North Center,2.00,t,f,f
N/A,N/A,Englewood,1.00,t,f,f
N/A,N/A,,1.00,t,f,f
1.00,1.00,Jefferson Park,1.00,t,f,t
1.00,1.00,River North,8.00,t,f,t
1.00,0.95,Hyde Park,2.00,t,t,t
N/A,N/A,Lakeview,1.00,t,t,f
N/A,N/A,River North,1.00,t,t,f
1.00,1.00,River North,8.00,t,f,t
1.00,1.00,Bucktown,1.00,t,t,f
N/A,N/A,Edgewater,1.00,t,f,f
1.00,0.91,Lincoln Square,0.00,t,f,t
1.00,N/A,Rogers Park,2.00,t,t,t
N/A,N/A,Garfield Park,0.00,t,t,f
1.00,0.96,West Ridge,0.00,t,t,t
N/A,N/A,Loop,1.00,t,t,f
1.00,N/A,Washington Park,4.00,t,t,f
1.00,0.93,,1.00,t,f,t
N/A,N/A,,2.00,t,t,f
1.00,0.70,Edgewater,6.00,t,t,f
N/A,N/A,West Town/Noble Square,2.00,t,f,t
0.95,0.95,Gold Coast,6.00,t,t,f
1.00,0.84,Washington Park,1.00,t,f,t
1.00,0.80,Bridgeport,0.00,t,t,f
0.00,N/A,Lakeview,0.00,t,t,f
0.67,1.00,,1.00,t,t,f
1.00,0.53,Loop,97.00,t,t,t
0.60,0.67,Ravenswood,1.00,t,f,f
0.83,0.38,River North,35.00,t,f,f
1.00,0.53,Loop,97.00,t,t,t
N/A,N/A,Near North Side,0.00,t,f,f
0.83,0.38,River North,35.00,t,f,f
N/A,N/A,Streeterville,0.00,t,t,f
1.00,0.96,Little Italy/UIC,1.00,t,t,t
1.00,0.55,Little Village,0.00,t,t,f
1.00,1.00,North Lawndale,2.00,t,t,f
1.00,0.89,Albany Park,1.00,t,f,f
1.00,1.00,Lake View,1.00,t,t,t
N/A,N/A,Chicago Loop,0.00,t,t,f
0.14,0.87,Uptown,6.00,t,t,f
0.94,0.98,Logan Square,2.00,t,t,f
1.00,0.90,Los Feliz,6.00,t,t,t
N/A,0.75,West Town,1.00,t,t,f
N/A,0.67,Bucktown,1.00,t,t,f
1.00,1.00,Belmont Gardens,1.00,t,t,f
0.83,0.38,River North,35.00,t,f,f
0.99,0.74,Shaw,68.00,t,f,f
1.00,0.88,Bronzeville,0.00,t,f,f
N/A,1.00,Albany Park,1.00,t,t,f
0.00,0.50,Logan Square,2.00,t,f,f
0.71,0.50,Bridgeport,1.00,t,t,f
1.00,1.00,Lower West Side,2.00,t,t,f
0.14,0.00,South Side,1.00,t,t,f
0.88,0.78,Hermosa,2.00,t,t,f
0.00,N/A,Lake View East,0.00,t,t,f
1.00,0.93,Belmont Heights,0.00,t,t,f
1.00,1.00,Logan Square,0.00,t,t,f
1.00,1.00,West Town,0.00,t,t,t
1.00,1.00,West Town,0.00,t,t,t
1.00,1.00,West Town,0.00,t,t,t
1.00,0.92,Bucktown,1.00,t,t,f
0.29,0.52,Fuller Park,2.00,t,t,f
0.95,0.96,Lincoln Square,9.00,t,t,f
0.95,0.96,Lincoln Square,9.00,t,t,f
0.95,0.96,Lincoln Square,9.00,t,t,f
0.95,0.96,Lincoln Square,9.00,t,t,f
1.00,0.75,River North,2.00,t,t,f
0.95,0.99,Little India,4.00,t,t,t
0.92,0.94,Old Town,3.00,t,t,f
N/A,N/A,Uptown,3.00,t,t,f
1.00,0.71,Garfield Park,1.00,t,t,t
1.00,1.00,River North,5.00,t,t,f
0.95,0.74,Portage Park,5.00,t,t,t
N/A,0.50,West Loop/Greektown,1.00,t,t,f
N/A,N/A,Old Town,0.00,t,t,t
N/A,N/A,Norwood Park,1.00,t,t,f
1.00,0.86,Pilsen,1.00,t,t,f
1.00,0.97,Pilsen,1.00,t,f,t
1.00,1.00,River North,8.00,t,f,t
N/A,N/A,Humboldt Park,1.00,t,t,f
0.90,0.80,Lincoln Square,4.00,t,t,t
1.00,0.80,Woodlawn,1.00,t,t,f
0.40,0.71,Jefferson Park,1.00,t,t,f
1.00,0.98,Edgewater,52.00,t,t,t
1.00,1.00,,1.00,t,t,t
1.00,0.00,Irving Park,1.00,t,t,f
1.00,0.54,Humboldt Park,3.00,t,t,f
1.00,1.00,North Center,1.00,t,f,t
0.93,0.94,Irving Park,4.00,t,f,t
1.00,0.99,Bucktown,5.00,t,t,t
N/A,N/A,West Town/Noble Square,1.00,t,f,f
1.00,0.64,Logan Square,1.00,t,t,t
0.92,0.92,Uptown,2.00,t,t,f
0.91,0.98,Lincoln Park,17.00,t,t,f
N/A,N/A,Lakeview,1.00,t,f,f
1.00,0.97,,0.00,t,t,f
N/A,N/A,Albany Park,1.00,t,t,f
N/A,N/A,,1.00,t,t,f
N/A,N/A,Lakeview,1.00,t,t,t
1.00,0.63,Belmont Gardens,1.00,t,f,t
0.95,0.91,Bucktown,70.00,t,t,f
1.00,1.00,West Town/Noble Square,4.00,t,f,t
N/A,0.00,,6.00,t,t,f
N/A,N/A,,1.00,t,t,f
1.00,0.71,Garfield Ridge,1.00,t,t,t
1.00,0.99,Little Italy/UIC,3.00,t,t,t
0.60,0.36,Bucktown,1.00,t,t,f
1.00,1.00,River North,8.00,t,f,t
0.98,0.81,Near West Side,22.00,t,t,t
1.00,1.00,River North,8.00,t,f,t
0.90,0.53,,4.00,t,t,f
1.00,1.00,Pilsen,1.00,t,t,f
N/A,N/A,Roscoe Village,1.00,t,t,f
0.71,0.48,South Loop/Printers Row,0.00,t,t,f
0.80,0.43,Englewood,1.00,t,t,f
1.00,0.98,Edgewater,52.00,t,t,t
0.94,0.98,Logan Square,2.00,t,t,f
N/A,1.00,Near West Side,0.00,t,f,f
0.83,0.38,River North,35.00,t,f,f
1.00,0.98,Andersonville,2.00,t,t,f
1.00,0.97,Little Village,0.00,t,t,t
1.00,0.97,Garfield Ridge,2.00,t,f,t
N/A,1.00,Lincoln Park,1.00,t,t,f
0.80,0.93,Logan Square,0.00,t,f,f
0.96,1.00,Lake View East,3.00,t,f,f
1.00,0.98,Avondale,1.00,t,t,t
N/A,1.00,Irving Park,1.00,t,t,f
1.00,0.53,Loop,97.00,t,t,t
1.00,1.00,West Ridge,1.00,t,t,f
1.00,0.89,Logan Square,0.00,t,f,f
1.00,0.93,Bronzeville,0.00,t,f,t
0.95,0.91,Bucktown,70.00,t,t,f
0.75,1.00,Humboldt Park,0.00,t,t,f
1.00,0.97,Lincoln Square,1.00,t,t,t
1.00,0.93,Portage Park,1.00,t,t,t
0.71,0.99,Portage Park,2.00,t,t,f
1.00,0.95,West Town/Noble Square,2.00,t,t,t
1.00,0.78,Irving Park,1.00,t,t,t
1.00,0.94,Jefferson Park,2.00,t,t,f
0.95,0.91,Bucktown,70.00,t,t,f
1.00,0.96,Humboldt Park,1.00,t,t,t
1.00,1.00,Lincoln Square,1.00,t,t,t
1.00,0.47,Humboldt Park,2.00,t,f,f
N/A,N/A,Loop,10.00,t,t,f
0.95,0.91,Bucktown,70.00,t,t,f
1.00,0.95,Hyde Park,2.00,t,t,t
0.85,0.47,River North,20.00,t,f,f
1.00,0.95,,2.00,t,t,f
0.76,0.27,Streeterville,15.00,t,f,t
0.96,0.91,Little Italy,4.00,t,t,f
0.99,0.74,Shaw,68.00,t,f,f
1.00,1.00,West Ridge,2.00,t,t,f
0.20,0.42,Lower West Side,0.00,t,f,f
0.08,0.35,Douglas,2.00,t,f,f
1.00,0.22,Humboldt Park,1.00,t,t,f
1.00,1.00,Old Town Triangle,0.00,t,t,f
N/A,N/A,Little Italy/UIC,3.00,t,t,t
1.00,1.00,Lincoln Square,2.00,t,t,t
1.00,0.98,Oakland,1.00,t,t,f
1.00,1.00,Logan Square,1.00,t,t,t
1.00,1.00,Gold Coast,19.00,t,t,t
0.95,0.83,Lakeview,2.00,t,t,t
1.00,0.94,Jefferson Park,2.00,t,t,f
1.00,0.97,Logan Square,2.00,t,t,t
1.00,0.97,,1.00,t,t,t
1.00,0.33,Avondale,2.00,t,t,f
1.00,1.00,West Town,0.00,t,f,t
N/A,0.95,Woodlawn,0.00,t,t,f
1.00,0.99,Douglas,4.00,t,t,f
0.95,0.91,Bucktown,70.00,t,t,f
1.00,0.99,Lake View East,6.00,t,t,f
0.95,0.91,Bucktown,70.00,t,t,f
1.00,1.00,Bronzeville,6.00,t,t,f
1.00,0.73,Pilsen,3.00,t,t,f
N/A,N/A,Bucktown,1.00,t,t,t
1.00,1.00,Roscoe Village,1.00,t,t,t
1.00,0.99,Wicker Park,2.00,t,f,t
1.00,0.98,Wrigleyville,7.00,t,t,t
1.00,0.97,Andersonville,1.00,t,t,t
1.00,0.99,Avondale,2.00,t,t,f
0.95,0.91,Bucktown,70.00,t,t,f
1.00,1.00,Bronzeville,1.00,t,f,f
1.00,0.95,South Shore,6.00,t,t,f
1.00,0.97,Lakeview,1.00,t,f,f
1.00,0.92,Bridgeport,9.00,t,t,f
1.00,0.94,Logan Square,3.00,t,t,t
1.00,0.96,Rogers Park,1.00,t,f,t
1.00,0.93,Lower West Side,0.00,t,t,t
1.00,0.50,Lincoln Park,0.00,t,t,f
1.00,0.95,Irving Park,1.00,t,t,t
1.00,0.86,Logan Square,1.00,t,t,f
1.00,0.99,Cambridge,1683.00,t,t,f
1.00,1.00,,1.00,t,t,f
1.00,0.97,Lakeview,43.00,t,t,f
1.00,0.73,Irving Park,0.00,t,t,t
1.00,0.99,Atlantic Station,9.00,t,f,f
0.99,0.80,Lakeview,89.00,t,t,f
1.00,0.54,Humboldt Park,3.00,t,t,f
0.93,0.97,Gold Coast,2.00,t,f,f
1.00,1.00,Andersonville,0.00,t,t,f
1.00,0.84,Lincoln Park,8.00,t,t,f
N/A,N/A,Ukrainian Village,1.00,t,t,f
0.60,0.04,Norwood Park,1.00,t,t,f
N/A,N/A,Lincoln Park,1.00,t,f,f
1.00,1.00,Dunning,3.00,t,t,t
1.00,1.00,Dunning,3.00,t,t,t
1.00,1.00,Lakeview,3.00,t,t,t
1.00,0.78,River North,1.00,t,f,t
N/A,N/A,Little Village,1.00,t,t,f
0.90,0.98,Roscoe Village,3.00,t,t,f
1.00,1.00,Edgewater,2.00,t,t,t
1.00,0.97,Portage Park,2.00,t,t,t
0.95,1.00,Near North Side,6.00,t,t,f
N/A,N/A,Avondale,1.00,t,f,f
1.00,0.95,South Shore,6.00,t,t,f
N/A,N/A,Irving Park,1.00,t,t,t
1.00,1.00,Bronzeville,2.00,t,t,f
1.00,1.00,River North,1.00,t,t,f
N/A,N/A,North Center,2.00,t,t,f
1.00,1.00,Jefferson Park,3.00,t,t,t
1.00,0.94,Logan Square,2.00,t,t,f
1.00,0.95,South Shore,6.00,t,t,f
1.00,0.98,Lincoln Square,1.00,t,f,t
1.00,0.96,Logan Square,2.00,t,t,t
N/A,N/A,Loop,1.00,t,t,f
1.00,0.82,Logan Square,0.00,t,f,t
N/A,0.00,Logan Square,1.00,t,t,t
1.00,N/A,,2.00,t,t,f
N/A,N/A,,1.00,t,f,t
0.90,0.98,Roscoe Village,3.00,t,t,f
1.00,1.00,Little Italy/UIC,2.00,t,t,t
1.00,0.95,Pilsen,3.00,t,t,f
0.91,0.99,Mid-Wilshire,0.00,t,t,f
N/A,N/A,Bronzeville,2.00,t,t,t
1.00,0.95,South Shore,6.00,t,t,f
1.00,0.95,South Shore,6.00,t,t,f
1.00,0.95,South Shore,6.00,t,t,f
N/A,N/A,Wicker Park,4.00,t,t,f
1.00,0.95,South Shore,6.00,t,t,f
1.00,0.96,Pilsen,2.00,t,t,t
N/A,N/A,,2.00,t,t,f
0.95,0.91,Bucktown,70.00,t,t,f
1.00,0.00,Logan Square,1.00,t,t,f
1.00,1.00,,0.00,t,f,f
0.85,0.47,River North,20.00,t,f,f
0.85,0.47,River North,20.00,t,f,f
N/A,N/A,North Center,0.00,t,f,f
1.00,0.88,West Town/Noble Square,4.00,t,t,t
N/A,N/A,South Loop/Printers Row,4.00,t,t,f
1.00,1.00,Bucktown,1.00,t,f,f
0.85,0.47,River North,20.00,t,f,f
1.00,1.00,Wicker Park,1.00,t,t,f
1.00,1.00,Lakeview,1.00,t,t,f
1.00,1.00,Near West Side,0.00,t,t,f
1.00,0.98,Ukrainian Village,2.00,t,t,t
0.85,0.47,River North,20.00,t,f,f
0.40,0.64,,0.00,t,f,f
1.00,0.98,Logan Square,0.00,t,t,t
1.00,0.21,River North,1.00,t,t,f
1.00,0.95,Logan Square,0.00,t,t,t
1.00,0.98,Lake View,5.00,t,t,t
N/A,N/A,,1.00,t,t,f
1.00,N/A,Belmont Gardens,1.00,t,f,f
1.00,1.00,Humboldt Park,1.00,t,t,f
1.00,0.21,River North,1.00,t,t,f
1.00,0.58,Irving Park,1.00,t,t,f
1.00,1.00,Lake View East,2.00,t,t,f
N/A,N/A,Lakeview,1.00,t,f,t
1.00,0.63,West Town/Noble Square,4.00,t,t,f
1.00,0.96,Logan Square,1.00,t,t,t
N/A,N/A,Ukrainian Village,3.00,t,f,f
N/A,N/A,,1.00,t,t,t
0.95,0.91,Bucktown,70.00,t,t,f
0.95,0.91,Bucktown,70.00,t,t,f
1.00,0.89,Hyde Park,1.00,t,t,t
0.87,0.99,Avondale,3.00,t,f,f
1.00,1.00,West Ridge,1.00,t,f,f
1.00,1.00,,1.00,t,t,f
0.99,0.75,,2.00,t,t,f
0.95,0.91,Bucktown,70.00,t,t,f
1.00,0.99,Bronzeville,0.00,t,t,f
1.00,0.73,Portage Park,0.00,t,t,f
0.60,0.78,West Ridge,1.00,t,t,f
1.00,0.99,Cambridge,1683.00,t,t,f
1.00,0.97,Rogers Park,1.00,t,t,t
0.95,0.91,Bucktown,70.00,t,t,f
N/A,N/A,,1.00,t,f,f
1.00,1.00,Lower West Side,1.00,t,t,f
1.00,0.99,Cambridge,1683.00,t,t,f
0.93,0.95,Marshall Square,2.00,t,t,f
1.00,0.99,Bronzeville,5.00,t,t,f
1.00,1.00,,1.00,t,t,t
1.00,0.91,Pilsen,1.00,t,f,f
1.00,0.73,Logan Square,1.00,t,t,f
N/A,N/A,Little Italy/UIC,1.00,t,t,t
1.00,0.98,Humboldt Park,7.00,t,t,t
1.00,1.00,Wicker Park,2.00,t,f,t
0.95,1.00,Near North Side,6.00,t,t,f
1.00,1.00,Bridgeport,1.00,t,f,t
1.00,0.99,Lincoln Park,1.00,t,t,t
1.00,0.65,Bridgeport,2.00,t,t,f
N/A,N/A,Avondale,1.00,t,t,t
1.00,1.00,Garfield Park,1.00,t,t,f
1.00,0.94,Andersonville,1.00,t,t,t
0.95,0.91,Bucktown,70.00,t,t,f
0.95,0.95,Gold Coast,6.00,t,t,f
1.00,0.96,Pilsen,0.00,t,t,f
1.00,0.98,,0.00,t,t,t
1.00,0.99,Logan Square,0.00,t,t,f
1.00,0.69,Bronzeville,1.00,t,f,f
0.77,0.97,Logan Square,0.00,t,t,f
0.95,0.91,Bucktown,70.00,t,t,f
1.00,0.99,Groveland Park,9.00,t,t,t
1.00,1.00,Lake View East,1.00,t,t,f
1.00,1.00,Magnolia Glen,1.00,t,t,f
0.95,0.98,Near North Side,8.00,t,t,t
1.00,1.00,Roscoe Village,1.00,t,t,t
1.00,0.99,Wicker Park,2.00,t,f,t
1.00,1.00,Wicker Park,2.00,t,f,t
0.91,0.98,Lincoln Park,17.00,t,t,f
0.98,0.81,Near West Side,22.00,t,t,t
0.95,0.91,Bucktown,70.00,t,t,f
1.00,1.00,Garfield Park,0.00,t,t,t
N/A,N/A,,1.00,t,t,f
1.00,N/A,Washington Park,4.00,t,t,f
1.00,1.00,Avondale,0.00,t,f,t
0.11,0.09,Edgewater,1.00,t,f,f
0.92,0.83,Lower West Side,1.00,t,t,t
1.00,0.94,Irving Park,1.00,t,f,t
1.00,0.91,Bronzeville,2.00,t,f,t
1.00,1.00,Humboldt Park,1.00,t,t,t
N/A,N/A,Portage Park,1.00,t,t,f
1.00,1.00,Portage Park,1.00,t,f,t
0.91,1.00,Albany Park,1.00,t,f,f
1.00,0.99,Logan Square,1.00,t,t,f
N/A,N/A,,1.00,t,t,f
1.00,0.92,Sauganash,2.00,t,t,t
0.92,0.92,Uptown,2.00,t,t,f
0.80,0.94,Pilsen,1.00,t,f,f
0.95,0.91,Bucktown,70.00,t,t,f
0.95,0.91,Bucktown,70.00,t,t,f
0.93,0.83,Near West Side,2.00,t,t,f
1.00,0.94,Logan Square,3.00,t,t,t
0.90,0.85,Ukrainian Village,0.00,t,t,t
1.00,1.00,Uptown,6.00,t,t,f
1.00,0.98,,2.00,t,t,f
1.00,0.98,Garfield Park,1.00,t,t,t
0.95,0.91,Bucktown,70.00,t,t,f
0.95,0.91,Bucktown,70.00,t,t,f
0.95,0.91,Bucktown,70.00,t,t,f
1.00,0.93,Avondale,0.00,t,t,t
1.00,0.86,Washington Park,1.00,t,t,t
1.00,0.86,Washington Park,1.00,t,t,t
N/A,1.00,Pulaski Park,0.00,t,f,f
0.97,0.97,Armour Square,2.00,t,t,f
1.00,1.00,Chicago Loop,2.00,t,t,t
1.00,1.00,Lower West Side,0.00,t,t,f
1.00,1.00,Lake View East,0.00,t,t,f
1.00,1.00,Avondale,0.00,t,t,f
1.00,0.79,Pullman,1.00,t,t,t
0.80,0.90,McKinley Park,2.00,t,f,t
0.50,0.65,Humboldt Park,1.00,t,t,f
N/A,N/A,Edgewater,2.00,t,f,f
N/A,N/A,Edgewater,1.00,t,t,f
1.00,0.92,North Lawndale,2.00,t,t,t
1.00,1.00,Lakeview,3.00,t,t,t
1.00,1.00,Lakeview,3.00,t,t,t
N/A,N/A,,0.00,t,t,f
1.00,0.98,Lakeview,2.00,t,t,f
N/A,N/A,Albany Park,1.00,t,t,f
0.96,0.79,West Town/Noble Square,6.00,t,f,t
1.00,0.88,Hyde Park,2.00,t,t,t
0.90,0.83,Logan Square,0.00,t,t,f
1.00,1.00,Logan Square,1.00,t,f,t
0.20,0.96,Rogers Park,3.00,t,t,f
1.00,0.82,,1.00,t,t,f
N/A,N/A,Irving Park,1.00,t,f,f
